5.402421951407309075e-01,5.152195046575746007e-01,5.052077780844170807e-01,5.295621373315958502e-01,5.565280360645029623e-01,4.793339889096375761e-01,4.930235408324695756e-01,5.534481280007652604e-01,5.359383274789890628e-01,4.603839666244696205e-01
4.696282738148760405e-01,6.165521250018999311e-01,4.739037308131170412e-01,6.450713679134465472e-01,6.236805150871075343e-01,4.617168934864639973e-01,5.508828421436599010e-01,6.653630420574169202e-01,4.640185735463467354e-01,3.803873804394677371e-01
5.425533125795696243e-01,5.173358541848713799e-01,5.367400196972119675e-01,5.187721600850115911e-01,5.273820593309571647e-01,5.054496036215898602e-01,5.115266980318202705e-01,4.981470249168290509e-01,5.388798513213935992e-01,5.289479186990452275e-01
5.824344385394877310e-01,5.300900984003812377e-01,5.082153110070211088e-01,5.588589567755554155e-01,5.669221783748481513e-01,4.827483002035845017e-01,4.865817851563772334e-01,5.610039640017108198e-01,5.664953244309960390e-01,4.530612625981507713e-01
5.535155679765464409e-01,5.517230064796755373e-01,5.212746033119701750e-01,5.540457086349819260e-01,5.639956973100751503e-01,4.921490991032871354e-01,4.898229279811062153e-01,5.566315117147997427e-01,5.382647064924718228e-01,4.607384078645552772e-01
5.309404486931638134e-01,5.025458076381490446e-01,4.766993625035843007e-01,5.245659865465780447e-01,5.419452035818116409e-01,4.499334269578669221e-01,4.681538794479484511e-01,5.304749605572115501e-01,5.106482776596106277e-01,4.210552397189316065e-01
4.632946820804370036e-01,5.891188213470661683e-01,5.253996683469954743e-01,5.710409817566579616e-01,5.567395118069811133e-01,4.911041667061682436e-01,5.401678141916872455e-01,5.659808894926311451e-01,4.608913395835155247e-01,4.869681288408727604e-01
5.343561493996662470e-01,5.606173630904205396e-01,4.883678934305035746e-01,5.468917302827267513e-01,5.619431211001071347e-01,4.391826459156418228e-01,4.755229290921468288e-01,5.447820383581177817e-01,4.737339357196942990e-01,4.011256770157188845e-01
6.095408513157259955e-01,4.768662657551264727e-01,5.438865279468028113e-01,5.116028715104304903e-01,5.445400293478255271e-01,5.063081630318980730e-01,4.768797636672474360e-01,5.207413085925626239e-01,5.916821137424828070e-01,5.017532601971933515e-01
7.026656504414022786e-01,3.870678431630317773e-01,5.055389206849725259e-01,4.838384480350566008e-01,5.839877541497923152e-01,5.386098976538595817e-01,4.287586959140184950e-01,5.260487626480756518e-01,7.019730405812368845e-01,4.943492278183251321e-01
6.381007204781700137e-01,4.568867270074367659e-01,5.426631784669292413e-01,5.083836262507396286e-01,5.254592169722549500e-01,5.217737951072076719e-01,4.369592582692191085e-01,4.865815171676982631e-01,6.293883661126515872e-01,5.122729729377140107e-01
6.074429343257570224e-01,3.728385972324357311e-01,5.172891325301606225e-01,4.097934158642967950e-01,5.015013458107341338e-01,5.734266518005249891e-01,4.393325467983643096e-01,4.098859436136388923e-01,5.817499238354384428e-01,5.946828688398323459e-01
6.508032755617377818e-01,3.674425195946991463e-01,5.698100343593782702e-01,4.442627295476996307e-01,5.073534802721333392e-01,5.991823716807835876e-01,4.455385090583563468e-01,3.874381750231047916e-01,6.156498388574545011e-01,6.510715248662785060e-01
7.065610418833752071e-01,4.114367277607030582e-01,5.179895042248542358e-01,4.923123357093545094e-01,5.450327631161404618e-01,5.352288758503565003e-01,4.285295604547170734e-01,4.993492403745122821e-01,6.809410668843455250e-01,5.210977519439277117e-01
6.761255466516888912e-01,3.921836198489144221e-01,5.458515306927969046e-01,4.606470033460836611e-01,5.213026778569904707e-01,5.515696731973677158e-01,4.381566127623451878e-01,4.703412972298356975e-01,6.802452045271735193e-01,5.652418266473276942e-01
4.497565189512751083e-01,4.713566855818788759e-01,5.771093031617806624e-01,5.236161551837552608e-01,4.253512866670987602e-01,5.787461865934712124e-01,5.898780607396465481e-01,4.339461993399253426e-01,5.038742862941905098e-01,6.948403231583095696e-01
6.609424232811426103e-01,3.354277078818161395e-01,5.541817971863175485e-01,4.144755406572165346e-01,4.896424946196870631e-01,6.106078481599278573e-01,4.521595558507722212e-01,4.530783309498505051e-01,7.130709227360367830e-01,6.314089247464240717e-01
7.211027850815157070e-01,3.501140154561928619e-01,5.238532860196862817e-01,4.497428610702491336e-01,5.325842910295668364e-01,5.603428362611009295e-01,4.313073261088553045e-01,4.747569931775451058e-01,7.250183176272363417e-01,5.688209884158710317e-01
6.495665182044444430e-01,4.127940143110927496e-01,5.237278474304121190e-01,4.800584883118803603e-01,5.300435205870749344e-01,5.474447189134203917e-01,4.441126343995006609e-01,4.959994244280105380e-01,6.816046439349282560e-01,5.555053341938539502e-01
3.925353422481582810e-01,7.022783051518729502e-01,4.393118417195487901e-01,6.690017911245049742e-01,6.538960484865565803e-01,3.915142280341179504e-01,5.171837116130032497e-01,5.337407289817934775e-01,4.534947255235601271e-01,5.711611235830349464e-01
6.216262512398929019e-01,4.011076558553505200e-01,5.686264518338212115e-01,4.631718829285846328e-01,4.918213546769287792e-01,5.719611574132159593e-01,4.556973554220452027e-01,4.231227032307591784e-01,6.220933892261375497e-01,6.129599158212776233e-01
5.600342563847124921e-01,4.562468428241567842e-01,5.688999308509182784e-01,4.944059278054251938e-01,4.833409240973582932e-01,5.455615574353017694e-01,4.936581026244171722e-01,4.604451618678689906e-01,5.508235033867480146e-01,5.880269387281163995e-01
6.823822977684984581e-01,3.399179594317201514e-01,5.358912650250846621e-01,4.332670918105144819e-01,5.124690897461060546e-01,5.563677023368732710e-01,4.503419086527810644e-01,4.624907578706186073e-01,7.180032210657594227e-01,5.816924296360170832e-01
6.564892009105587345e-01,3.518482554086905800e-01,5.637657770565571713e-01,4.050398303649468401e-01,4.562142238202960276e-01,5.729842475724806761e-01,4.587685219206872334e-01,4.726924554819146862e-01,6.660081030433496752e-01,6.105502809158903643e-01
5.638588005922524626e-01,4.081413835886258945e-01,5.769438228045373762e-01,4.692489598747854873e-01,4.697425974534417681e-01,5.968033108285416555e-01,5.077576371275244194e-01,4.133862592509913725e-01,5.503743372251734822e-01,6.493444252603783884e-01
6.757720769516463166e-01,4.045278992262898443e-01,5.360571399216674804e-01,4.804379558790604632e-01,5.231996836011733043e-01,5.585267389303877339e-01,4.381190050383031442e-01,4.782991980729044967e-01,6.686958518827443854e-01,5.482332745732657608e-01
5.176066755215718018e-01,5.562356128693932700e-01,5.426658408187579052e-01,5.553935428014562525e-01,5.413248265893858546e-01,5.117265273288796879e-01,5.436699069202614032e-01,5.109320601202407275e-01,4.871417724926935811e-01,5.255854094217234929e-01
6.601330924444502868e-01,3.993007150280190043e-01,5.428676932449256753e-01,5.020816124968012772e-01,5.309290561757356031e-01,5.401117883438902867e-01,4.592058030125780732e-01,5.021745361094889226e-01,6.628127632927711677e-01,5.341377958135384851e-01
