9.262519524626166012e-01,9.315845847791178747e-01,9.123393195270221856e-01,9.298965871544536688e-01,9.274770186055959487e-01,9.369126325997653160e-01,9.212097707051740691e-01,9.323850279445761169e-01,8.909395664681415417e-01,9.296209377046493749e-01,9.210606865289416856e-01,9.047492146868058027e-01,9.265683753322412342e-01,9.116831658560903273e-01,9.007636764741370206e-01,9.036882330664742780e-01,7.742423045238335799e-01,9.239619798496054859e-01,9.309948522974054175e-01,9.297656733416339581e-01,9.280849718542901750e-01,9.324924519181853055e-01,9.009615002221577074e-01,9.386341073126689416e-01,8.791849247072524021e-01,9.238051181765623010e-01,9.219647292661035110e-01,9.221218992421470473e-01,9.032301333528862664e-01,9.128854010024046728e-01,9.267742603579185445e-01,9.240920712961216976e-01,9.282036942664704249e-01,9.138643511860957691e-01,9.242322264580552504e-01,9.260089926079002609e-01,9.279816824073655601e-01,9.291596292719496164e-01,9.177944224103713466e-01,9.164144783664710525e-01,9.304869678293032909e-01,9.103986990067730600e-01,8.893163160730840344e-01,9.103724186705783872e-01,8.743807812702137916e-01,9.363175993673882314e-01,9.265692289582068142e-01,9.089560209071350094e-01,9.050264388957790507e-01,9.307826686036672070e-01,9.052603327523652821e-01,9.384649142385083076e-01,9.168970530704081412e-01,9.115081567427310016e-01,9.151372421506619448e-01,8.842944580864559034e-01,9.231354082170818431e-01,9.161341383246243142e-01,8.877035880854183825e-01,9.286755293554866952e-01
9.198622324623969559e-01,9.248812852285971386e-01,9.126597491338671597e-01,9.242900061630170416e-01,9.245051067900832420e-01,9.340158875633228774e-01,9.235224117754257112e-01,9.269696335267513243e-01,8.942521294289054179e-01,9.234613595833872646e-01,9.154951400277467899e-01,9.172434870187782252e-01,9.224958308228593529e-01,9.111649313310629106e-01,9.049800621841939119e-01,9.097573552201985159e-01,7.847895375962432585e-01,9.171156164050501269e-01,9.266773985661620472e-01,9.233477381491631553e-01,9.246328416834821429e-01,9.279219941360513646e-01,8.932525932439683292e-01,9.309122796674943467e-01,8.684798015723821374e-01,9.147470303522884372e-01,9.149237055465347934e-01,9.184362195782782567e-01,9.098645508620325506e-01,9.078309320919738523e-01,9.228059015346408156e-01,9.207467872533079412e-01,9.202046870423743474e-01,9.097198497138314632e-01,9.182627690844609170e-01,9.187407065092969560e-01,9.236535742991641706e-01,9.222504235131080419e-01,9.162597179556316584e-01,9.163431173791559692e-01,9.265537785625431733e-01,9.011991938121262091e-01,8.821930865074547601e-01,9.133417371949125174e-01,8.639629381350811821e-01,9.288756442731792573e-01,9.203039436075722834e-01,8.990022670018367190e-01,8.974583522838593952e-01,9.270729154767745062e-01,8.952558017279635960e-01,9.323090079139745301e-01,9.122956406466492529e-01,9.142810432100846318e-01,9.062135861584837970e-01,8.968352024693182489e-01,9.167916082313050108e-01,9.085692481512428476e-01,8.993936400157145350e-01,9.224643241021068807e-01
9.263678566117176105e-01,9.314861166211003685e-01,9.119837340122790570e-01,9.271787989659858731e-01,9.272408537343639345e-01,9.349781381324374641e-01,9.168302964228380869e-01,9.332390123003801996e-01,8.916171879813052925e-01,9.280780120895277818e-01,9.176901461323336839e-01,8.971639931191200956e-01,9.246971352941021349e-01,9.073077884377622748e-01,8.960060198689663302e-01,8.981254931868164482e-01,7.723156516920296477e-01,9.217745382745812233e-01,9.308395127998878582e-01,9.288586076737920250e-01,9.272760866661670098e-01,9.296131123337396662e-01,9.032820139681784211e-01,9.374838853287318363e-01,8.806341257463788930e-01,9.209587193128343507e-01,9.192351648140818510e-01,9.188802068633731279e-01,9.025413827345265538e-01,9.104878952869861486e-01,9.251033618335974262e-01,9.172556549903619905e-01,9.266537785331827592e-01,9.108791546222526625e-01,9.227693045555215301e-01,9.275100416478595511e-01,9.275471409678708312e-01,9.272923224231391925e-01,9.163324377170857238e-01,9.160082058490053303e-01,9.279734573174496237e-01,9.104262396824202019e-01,8.907900967202982967e-01,9.024180600927202978e-01,8.748785109826346940e-01,9.358750928666148550e-01,9.248776214293633613e-01,9.096341968562849933e-01,9.041785108516987579e-01,9.293054750239290174e-01,9.087143415024410142e-01,9.391877795367830073e-01,9.117047156166622202e-01,9.066551831932722072e-01,9.126733305839509480e-01,8.806016915223651154e-01,9.248289284652134734e-01,9.179265484467362679e-01,8.794363513641971775e-01,9.264327097045712556e-01
9.209021081379838991e-01,9.289481867230312551e-01,9.119397094140544446e-01,9.282552158529229214e-01,9.236271155323468873e-01,9.356477419934375872e-01,9.167235062378780164e-01,9.331794720548737265e-01,8.890395530049997053e-01,9.280363525333257257e-01,9.136176780161164857e-01,9.010349084537039310e-01,9.238640107624545017e-01,9.059907396129688317e-01,8.966276635823072771e-01,8.972412816356847287e-01,7.658278152457844712e-01,9.185244821441954644e-01,9.296068725074179140e-01,9.290638703559999101e-01,9.256330110969491765e-01,9.291328294323044634e-01,8.985196637723084079e-01,9.341615816664325944e-01,8.734629644229363610e-01,9.206692265167598643e-01,9.172425705566371601e-01,9.165261137261647706e-01,8.999846277806562433e-01,9.118363178094988086e-01,9.217342507684022079e-01,9.186630771154293829e-01,9.265644361443748922e-01,9.114830918882090849e-01,9.217307329855497500e-01,9.255369766335389548e-01,9.253194035002852980e-01,9.279420981187547213e-01,9.147698981078982161e-01,9.125870332914060024e-01,9.261744916463375832e-01,9.057819504167540225e-01,8.863163803135742924e-01,9.029511099402781626e-01,8.692491884731240459e-01,9.341315746672700371e-01,9.215320016463200981e-01,9.062019844214300734e-01,9.034674803764587425e-01,9.273017260999154576e-01,9.009711430246063468e-01,9.353132061750093484e-01,9.114024450266320354e-01,9.062487366324019078e-01,9.106053833958870358e-01,8.824973278240768604e-01,9.223233845812153220e-01,9.128852194951779797e-01,8.835544123808332095e-01,9.250761888577783143e-01
9.150203116331074860e-01,9.218316830831899678e-01,9.068341864580730105e-01,9.203716162636931264e-01,9.205219755553515348e-01,9.268782640676930251e-01,9.138734547755363868e-01,9.255594586982747174e-01,8.824329383079702049e-01,9.222084308374213224e-01,9.125569804553714803e-01,8.982255495674840162e-01,9.163980283496080403e-01,9.020721617341549425e-01,8.929966791114197777e-01,8.947341024413782984e-01,7.695333827306344299e-01,9.153815516697129118e-01,9.234711848851014926e-01,9.192713213483835188e-01,9.207775534374447179e-01,9.219925059956830538e-01,8.934374120597723401e-01,9.289489431207083037e-01,8.687358853095197286e-01,9.135538240060602222e-01,9.095920419168547211e-01,9.139813198581969722e-01,8.980160690811643809e-01,9.028185414701601630e-01,9.195912564620298824e-01,9.136383501400479057e-01,9.186801755519025114e-01,9.057436941278411702e-01,9.165123420247816011e-01,9.183484383085079861e-01,9.193623641463302132e-01,9.192941295962906434e-01,9.093811477103648233e-01,9.116812175890169900e-01,9.199981313814117323e-01,8.982110364986323203e-01,8.831275794388734335e-01,8.996182607192534375e-01,8.637183871727726059e-01,9.291099433173485300e-01,9.176112693347527882e-01,9.013983481487912730e-01,8.963624555923955795e-01,9.228746701158936361e-01,8.994176140265641717e-01,9.311617035721352353e-01,9.088420798858332095e-01,9.019388741744618354e-01,9.068346566692944144e-01,8.751831963825762450e-01,9.150637391828492229e-01,9.108388971034493409e-01,8.787655798040251431e-01,9.179497351175309738e-01
9.177065509276441935e-01,9.268937782829053118e-01,9.086609111775786340e-01,9.219073414505196684e-01,9.204742157723292406e-01,9.309006318513062261e-01,9.156897404077596336e-01,9.256070420791148168e-01,8.886611529222414596e-01,9.238771275555429652e-01,9.105140955930592916e-01,8.982335289681063761e-01,9.168535472925842811e-01,9.028122875186043172e-01,8.947119416559459193e-01,8.968236854232403132e-01,7.693858294129900521e-01,9.164352468585579281e-01,9.271053221364049524e-01,9.235575949902847803e-01,9.227014781899526286e-01,9.250268443340121660e-01,8.964467445781965083e-01,9.307755961981283299e-01,8.750561134908315664e-01,9.165173042634349176e-01,9.112101610345266778e-01,9.168213552153235968e-01,8.988883101000613163e-01,9.045173387892224692e-01,9.195453690944678238e-01,9.167281364931605392e-01,9.235279689474332754e-01,9.076989643688394560e-01,9.218826144254123056e-01,9.203617108268499214e-01,9.243363084152589337e-01,9.198460488937987289e-01,9.123112705215398188e-01,9.148752305542811047e-01,9.245419763681173020e-01,9.046906640925631571e-01,8.806036532007129880e-01,9.037355447204944436e-01,8.661220729691229137e-01,9.312932653747262313e-01,9.182751011685418296e-01,9.028902469037579648e-01,8.990188533713694419e-01,9.224453161590955297e-01,9.000283616049203905e-01,9.336693400693499845e-01,9.108695844267340469e-01,9.072680477148181710e-01,9.076367219657802687e-01,8.814605227633133255e-01,9.182447530423479831e-01,9.097100281773945474e-01,8.804646264705308090e-01,9.201417288019325680e-01
9.132145023638258419e-01,9.168452733447575165e-01,9.078722914952774836e-01,9.166305397515843723e-01,9.184623537726995801e-01,9.240343744485760569e-01,9.147776574781060210e-01,9.214795988850754682e-01,8.862903826643679928e-01,9.155418912828716671e-01,9.092132382935598223e-01,8.978585872259958744e-01,9.147833557371453095e-01,8.994986990782635194e-01,8.915051811288947636e-01,8.960668873435740922e-01,7.772856065930249247e-01,9.104191729557044033e-01,9.199749560094143686e-01,9.145876158336334605e-01,9.138160502428593901e-01,9.195201406974559122e-01,8.892303074175654798e-01,9.227550033447907696e-01,8.659958434182655207e-01,9.086739609372981308e-01,9.069909237939236535e-01,9.101215250526832889e-01,8.968451379241997312e-01,8.992228696616747508e-01,9.160459925328139352e-01,9.109316716195201558e-01,9.174248233672035457e-01,9.020142337904393237e-01,9.156594796665691316e-01,9.140996660090234815e-01,9.170824912181770872e-01,9.179814727967660071e-01,9.076819338695488737e-01,9.082182499286770572e-01,9.182595650375878771e-01,8.951883156728106528e-01,8.784789707801673453e-01,9.021276528290822494e-01,8.625410313757798653e-01,9.232670867372381185e-01,9.143121837937495666e-01,8.976002754430650876e-01,8.966115204805911176e-01,9.180030264111480598e-01,8.929371154931388110e-01,9.237415839499609760e-01,9.058611800638478595e-01,9.029635272042357830e-01,9.013667525199892117e-01,8.824337925206955369e-01,9.111865924443073306e-01,9.054391404792926368e-01,8.808901927860720571e-01,9.148094444255426838e-01
9.190294508486074321e-01,9.258762116722309976e-01,9.087143633208486504e-01,9.225344813900254737e-01,9.213539645060120353e-01,9.314260705412764629e-01,9.162683836420985051e-01,9.285400205986450439e-01,8.905079604712088370e-01,9.251172923279413762e-01,9.124121627846177862e-01,9.042302197600682323e-01,9.185458336084297848e-01,9.064649069784752600e-01,8.978537794338775635e-01,8.981463491622523332e-01,7.749739644279217687e-01,9.174084952370921142e-01,9.242617718609867916e-01,9.211823008310632277e-01,9.194280105391422486e-01,9.267535917262054168e-01,8.944780224717334693e-01,9.320201735782316366e-01,8.716698355971274070e-01,9.143601685689940473e-01,9.136961892403039354e-01,9.140964850592800950e-01,9.009363024585043123e-01,9.060354641554305699e-01,9.179161579243186875e-01,9.187800666070189415e-01,9.231412726613626996e-01,9.064357475855433499e-01,9.203280765815923248e-01,9.203731083782500377e-01,9.222090289011012354e-01,9.182921627381502860e-01,9.125747898104508149e-01,9.138287221884732192e-01,9.234261165714178210e-01,9.014411139903241166e-01,8.864791950317197911e-01,9.064031540929133879e-01,8.663476126002939148e-01,9.288852556335440713e-01,9.193284425138175120e-01,9.036495268796332914e-01,8.980869437780588660e-01,9.237891723358840901e-01,8.974141279062930465e-01,9.329392383739554262e-01,9.085470750390977068e-01,9.074341688315707977e-01,9.065722281618224798e-01,8.869193559259701543e-01,9.168585888990807842e-01,9.093192153922504684e-01,8.857552539210339360e-01,9.237991518379208289e-01
9.180797166193422898e-01,9.278368750144093680e-01,9.072807872796884165e-01,9.248994232927417736e-01,9.195212337973304173e-01,9.301379606098777453e-01,9.108985169525009029e-01,9.272884177223845725e-01,8.852212695749867022e-01,9.247192228812045611e-01,9.111083893177780446e-01,8.909915111604591598e-01,9.171283829098987317e-01,8.977376929097836689e-01,8.881146549319405281e-01,8.923901763482681160e-01,7.603020556529350715e-01,9.171127862798577057e-01,9.260892086722442018e-01,9.228040670901460629e-01,9.235102124891698683e-01,9.272579146349575474e-01,8.958733549219397574e-01,9.320244453717977384e-01,8.768104266244309830e-01,9.163200544330486474e-01,9.126731213374035256e-01,9.128826303846684365e-01,8.935829370331120902e-01,9.030719673268551295e-01,9.206151627760157385e-01,9.119370926284656731e-01,9.228563998523832135e-01,9.064182820068682478e-01,9.217062166988296834e-01,9.233221247323462055e-01,9.224985992228108556e-01,9.217452466316183868e-01,9.092016048224667024e-01,9.090394498408059798e-01,9.225529659824548423e-01,9.057989662106824547e-01,8.862581707481076432e-01,8.941496912548494436e-01,8.672675357511306915e-01,9.294597629523417837e-01,9.203076103749289194e-01,9.006310768909171482e-01,9.028384931568502747e-01,9.250606675437149651e-01,9.020792363763507904e-01,9.328088593519294758e-01,9.086072934608011575e-01,9.006444757548427438e-01,9.106913883846321500e-01,8.705550321006902958e-01,9.178042879047756397e-01,9.142061812920381225e-01,8.706821198123787520e-01,9.229387823117326528e-01
9.237323465535769440e-01,9.299028432719286252e-01,9.080308624416919550e-01,9.279772599890279139e-01,9.205968109481750261e-01,9.353745242545785654e-01,9.124713032945084290e-01,9.311821002734438357e-01,8.799764080250744858e-01,9.272174111948606745e-01,9.159254196267255788e-01,8.846502129938004222e-01,9.213680019474259630e-01,8.992962325310942528e-01,8.831845488899056074e-01,8.879992292382912211e-01,7.472899213175318023e-01,9.216913588852846395e-01,9.307177092844565180e-01,9.326223827912136777e-01,9.295933789670606240e-01,9.312599590941215144e-01,9.010028451410999617e-01,9.358470466515455000e-01,8.816406778096204100e-01,9.251527584718752806e-01,9.188827938314154675e-01,9.163368068694310864e-01,8.912817226578472196e-01,9.087093970996638070e-01,9.242854136991798253e-01,9.155025908892738817e-01,9.298541384343291805e-01,9.076298613235224133e-01,9.278798143892594830e-01,9.277216901371511115e-01,9.266888332011632423e-01,9.276666528896337915e-01,9.124901720190837784e-01,9.120071908232842972e-01,9.298570610657054258e-01,9.117782516138286386e-01,8.869972304915865191e-01,8.909062859514746968e-01,8.744323474783475270e-01,9.360553768420546428e-01,9.256627962856530667e-01,9.076648682085288744e-01,9.078350560695226390e-01,9.267737400914910495e-01,9.070930903502995024e-01,9.360637761907546484e-01,9.104242426343270855e-01,8.987155101503503385e-01,9.145827508134918293e-01,8.608686770869797833e-01,9.260979736229606463e-01,9.172835047184396684e-01,8.594349994054096831e-01,9.281707813760287085e-01
