4.526297954309992932e-01,4.531179654408409863e-01,4.044537757004092460e-01,4.029627930826916726e-01,4.749759183898588644e-01,4.786869025266476951e-01,4.621557730293733290e-01,4.777337236976189616e-01,4.624163556955409038e-01,4.228515788626859839e-01,4.689644527265123819e-01,4.264160448054137298e-01,4.969650523321620939e-01,4.645884698249958533e-01,4.435866175267894618e-01
3.804061578128067889e-01,6.101624747295297801e-01,3.434784258687304526e-01,4.316274937364658060e-01,4.743589738052992888e-01,4.042497281173906831e-01,5.255850805756019373e-01,3.608213425306595057e-01,5.792098526980954398e-01,4.026082764285357496e-01,3.813282812384810594e-01,3.208708473371923442e-01,5.033411142643691161e-01,4.855895719872088123e-01,6.429175008204164321e-01
4.655772030523303018e-01,4.116866977122567439e-01,4.409512779927501347e-01,4.174138992237828583e-01,4.545450347247746437e-01,4.776243137539532002e-01,4.475551121277436262e-01,4.863791227758991753e-01,4.292048877582640420e-01,4.404351252872065747e-01,4.694865443260278770e-01,4.452079421640279255e-01,4.529923264746067990e-01,4.493179009157459158e-01,3.847422460463265081e-01
4.602426951288282053e-01,4.489961438594340382e-01,4.041558266922842257e-01,3.756348948959899459e-01,4.721753438158833860e-01,5.063496035241940030e-01,4.634537562867055427e-01,4.958455470540240051e-01,4.706379694772424571e-01,4.029408930624061580e-01,4.759849120861650573e-01,3.918361323634910187e-01,5.147455871455512977e-01,5.048791998851117624e-01,4.399465422454774677e-01
4.580339572826289674e-01,4.725867091646464013e-01,4.186439429364221532e-01,3.967594567842668285e-01,4.613650704701487415e-01,4.739703505116876214e-01,4.719962378098674360e-01,4.753105649969242008e-01,4.730218740273542388e-01,4.127397405348272041e-01,4.379072725823501266e-01,3.962841710722820876e-01,4.973952701305042745e-01,4.889674574633181559e-01,4.499970135840923313e-01
4.526097326040862678e-01,4.652337402689452617e-01,4.211959749868957048e-01,4.056694841440578458e-01,4.688930487337075736e-01,4.856277971584094244e-01,4.743366773678171500e-01,4.766901906937519029e-01,4.818018078427123707e-01,4.337120836029896287e-01,4.634967222605506643e-01,4.175565987161360404e-01,4.976878509989809962e-01,4.833720938280787749e-01,4.526518472015216843e-01
4.289923854188826824e-01,5.150857647029516428e-01,4.224800950256161758e-01,4.603555546258161768e-01,4.589022987605896886e-01,4.355259227570826841e-01,5.025329400892801779e-01,4.179691421944702334e-01,4.965989313170551256e-01,4.537724669012036527e-01,3.992288905661371956e-01,4.196595841980740871e-01,4.357087501825530063e-01,4.633605960894581210e-01,5.298036308027666008e-01
4.317909176542822913e-01,4.886835916872180330e-01,4.202643164898097194e-01,4.091430954955771471e-01,4.555133613781541801e-01,4.465289386568936925e-01,4.889143712625413918e-01,4.407385883887929845e-01,5.247997840587993457e-01,4.108145491325663756e-01,4.149191037731754239e-01,3.711894613585420832e-01,4.949794998895306053e-01,4.943366961276986493e-01,5.066432134645527663e-01
4.687857709745532064e-01,3.698684671685512071e-01,4.213224801003964681e-01,3.635186087757940054e-01,4.448046967282554554e-01,4.885124118606765098e-01,4.116269110093537797e-01,5.049509211325922120e-01,4.148052129904499785e-01,4.015358827464441394e-01,4.998822892759146042e-01,4.249391382229193437e-01,5.160983677225225996e-01,4.677391725830052915e-01,3.685879266693463108e-01
5.173878206270717817e-01,3.214277124881810277e-01,4.092286232412916669e-01,2.996134806298001441e-01,4.916574705426032810e-01,5.662779414362079100e-01,3.878718864373906228e-01,6.249591656209296797e-01,3.611476130128022377e-01,3.835239215064907281e-01,6.153821597138663391e-01,4.805115576338747085e-01,5.737154244212456788e-01,5.089379764838402043e-01,2.654457993501380675e-01
4.622352848647640067e-01,3.331770661358282593e-01,4.618672205700166677e-01,3.502847098191618214e-01,4.634347965178526318e-01,5.151675349203117538e-01,3.524421202981069534e-01,5.360403742688650830e-01,3.727055903528450065e-01,3.791071934064532134e-01,5.181850396144468407e-01,4.539306483616837862e-01,5.305135757171123290e-01,4.873301983717769903e-01,3.460454980192658736e-01
5.422405247664847661e-01,2.814969498033325634e-01,4.834162025207919267e-01,4.368449860204239310e-01,4.805707648362756990e-01,5.355513911026291707e-01,4.067467018099624187e-01,5.712812833294313997e-01,3.120749201161217568e-01,5.032969915270718575e-01,5.758969089981841316e-01,5.853915810331472569e-01,4.661107766802040642e-01,4.091393493763261779e-01,2.567128417914383287e-01
4.887940322670129567e-01,2.497563693277825292e-01,4.780535268461023612e-01,3.912235043540684409e-01,4.532942345364432413e-01,4.975534713893052796e-01,3.539533740459214206e-01,5.638556809092898359e-01,2.728105354105478941e-01,4.522177436466205402e-01,5.569812235677822354e-01,5.871094840660222580e-01,4.425726328361871409e-01,3.871087677076272549e-01,2.316636037669742021e-01
5.085445654002254123e-01,3.241015424717784144e-01,4.539630068881885250e-01,3.399912416462330667e-01,4.884522895662858910e-01,5.548458912269396137e-01,3.524668765977955753e-01,5.926862086709272504e-01,3.675428811028023102e-01,3.923933922875563751e-01,5.961807877015318224e-01,5.006186504807987880e-01,5.712479313884397669e-01,5.042318175929224600e-01,3.124879095807099882e-01
