8.124221199339094479e-01,7.363499083333258088e-01,8.135786389131860474e-01,8.010174913213881087e-01,8.044024165205470034e-01,7.936650665779110270e-01,7.626783502524226988e-01,7.699034934463563351e-01,7.358284681319486875e-01,8.117954979457332465e-01,7.780114765534984489e-01,7.399621631078707740e-01,7.641500127803653175e-01,7.476631759690346435e-01,7.230533333375891436e-01
8.111742136413147009e-01,7.395703445557082478e-01,8.043013082236586397e-01,7.983962875006392901e-01,7.991907030492646502e-01,7.922906438833846599e-01,7.622798258160828899e-01,7.778773163908203614e-01,7.352779121065968759e-01,8.062960614955462235e-01,7.901942073813286171e-01,7.436621350129679620e-01,7.549431456629466242e-01,7.357498602467544835e-01,7.415583309346400753e-01
8.069867750203437717e-01,7.283037016091785665e-01,8.039516642631584498e-01,7.969024531055907135e-01,8.001753638299595739e-01,7.897463466182861325e-01,7.545527810577850047e-01,7.579491272855289896e-01,7.316376649470731630e-01,8.030973720899750035e-01,7.687012060340897568e-01,7.369999408973212374e-01,7.589421804084669487e-01,7.456294632568321035e-01,7.124723673568698068e-01
8.102804041871507490e-01,7.341826885471457453e-01,8.118166506364610235e-01,8.018528185057814950e-01,8.042223522040462536e-01,7.942763973868385285e-01,7.571574230655143678e-01,7.638518075208580171e-01,7.327525730197895770e-01,8.086935424244183768e-01,7.738246297875791546e-01,7.378930600568905929e-01,7.598662999763208248e-01,7.448797611967857835e-01,7.194421919275006960e-01
8.061359960404865799e-01,7.292071173085338254e-01,8.113938978834044358e-01,7.957488017713769679e-01,8.004724904132548557e-01,7.887447178233103484e-01,7.581306076657009507e-01,7.638189591918866928e-01,7.293064556401646081e-01,8.046075775161191102e-01,7.704264357753829451e-01,7.370085575834230962e-01,7.575068309020220880e-01,7.394447457703227089e-01,7.196116147542220842e-01
8.073674930916869830e-01,7.311633127486214523e-01,8.132399169327246824e-01,8.023586136771528876e-01,8.018837934008785640e-01,7.949407756954983695e-01,7.581745124142486025e-01,7.664105246345748190e-01,7.352075380414174743e-01,8.062666320422400279e-01,7.733480530967843380e-01,7.387399329535752068e-01,7.621968765365639831e-01,7.472579546582643895e-01,7.225755893644431049e-01
8.076588794808552407e-01,7.343269363088505974e-01,8.130582301051337835e-01,7.967516485303295370e-01,8.002055650566533007e-01,7.913839955000990800e-01,7.573224449757047783e-01,7.678622381403450436e-01,7.360096466320723563e-01,8.079672954617422853e-01,7.809399013891595853e-01,7.409548871491311584e-01,7.539088293586159173e-01,7.414227669422932543e-01,7.311302825923925441e-01
8.126094025143946187e-01,7.356158672493671169e-01,8.105274227123364650e-01,8.010296444659944504e-01,8.039216959617271341e-01,7.907343740850515390e-01,7.591050012205572406e-01,7.730835588179151285e-01,7.393616953593510344e-01,8.096011229616008054e-01,7.789336408775309195e-01,7.412934527362542436e-01,7.584767818575768317e-01,7.439156034419341923e-01,7.252460297508417364e-01
7.958173372054896388e-01,7.196804560688178087e-01,8.040330641721303850e-01,7.885068326989297383e-01,7.867898621752106303e-01,7.753220336887581832e-01,7.462251874041673227e-01,7.425560848975037986e-01,7.181235822400032776e-01,7.987620521276393992e-01,7.529189379200269538e-01,7.314612251131591414e-01,7.544260619974995086e-01,7.380037787581077424e-01,7.023942104933772468e-01
8.064033703818183074e-01,7.223383991665155435e-01,8.191890893433352305e-01,8.030017561135545101e-01,8.076109794978822976e-01,7.937099582360045424e-01,7.609840422917670821e-01,7.491749955166657760e-01,7.252907915736767075e-01,8.103168731398837643e-01,7.527549644187013778e-01,7.340572126646868201e-01,7.690709147855582239e-01,7.523757343489535510e-01,6.969302314951967281e-01
