-6.023949274303432855e-01,-6.461170169486006865e-01,-5.829149531123369865e-01,-5.668329265570861697e-01,-5.654734183137392067e-01
-5.663234828854244451e-01,-7.987580641389288028e-01,-5.872837883035491036e-01,-5.609217967033297558e-01,-4.208221935810134706e-01
-5.891972021282603222e-01,-5.621372244541004148e-01,-5.810352179930426963e-01,-5.866982903442464758e-01,-6.115851290870873980e-01
-5.932339571020552871e-01,-6.613214205473707530e-01,-5.733659161525007653e-01,-5.437897620421696665e-01,-5.832337384544524772e-01
-5.845207411285907595e-01,-6.549493003312570893e-01,-5.475469474993266417e-01,-5.657540855317578776e-01,-5.565896960661269599e-01
-5.909763740184220682e-01,-6.593910180509195973e-01,-5.714234505865671832e-01,-5.521095247126375227e-01,-5.559844707170644718e-01
-5.569738755366320238e-01,-6.632146102297978851e-01,-5.883405215955895828e-01,-6.029641679802028031e-01,-4.917094732069893226e-01
-5.853306047886018826e-01,-6.880066024653480605e-01,-5.385452319370460650e-01,-5.826043642078501117e-01,-5.326803415447805001e-01
-5.994185197226356010e-01,-5.826123408264340942e-01,-5.458586894587954541e-01,-5.195943026030532819e-01,-6.145301501762162610e-01
-6.883160584319033548e-01,-5.450311492884519771e-01,-6.192236569814640879e-01,-5.135119521220761207e-01,-7.327153021668931787e-01
-6.303870843218979392e-01,-5.490135804287136212e-01,-5.341082745185797842e-01,-4.767391065176386777e-01,-6.378427228220414635e-01
-6.381057555771328937e-01,-4.043763437514815151e-01,-6.144447229703928759e-01,-5.863751755326782611e-01,-7.529860294807421139e-01
-6.169463530699617060e-01,-3.444814319876767228e-01,-6.084921478078877399e-01,-5.096869673501358555e-01,-7.053552507143742156e-01
-7.211914649079971262e-01,-5.505593150469020314e-01,-5.965948668609093453e-01,-4.810179284791668008e-01,-7.110071169231524379e-01
-6.765233941490059744e-01,-4.647868275112781444e-01,-5.931076080511746840e-01,-5.118043431551076994e-01,-7.402873920328664203e-01
-4.858970217755506638e-01,-3.829346085547077894e-01,-7.140182344201577713e-01,-6.672973894744685941e-01,-6.520935579021163164e-01
