6.383883606745593964e-01,4.335288816861257999e-01,6.222571837393107153e-01,6.474834074075350721e-01,6.272910239750623118e-01
6.340791651758642677e-01,4.264088346345055736e-01,6.227294102851272939e-01,6.420134546596298897e-01,6.387978148931771072e-01
6.303961862421199047e-01,4.383954486588466648e-01,6.139384814404068580e-01,6.437102406351735695e-01,6.224269400903168492e-01
6.375668480517978631e-01,4.321004758807709401e-01,6.184661225480648783e-01,6.428260633629243603e-01,6.254195927305576941e-01
6.289512013489918507e-01,4.299499335569059166e-01,6.107966422260567851e-01,6.342135735223228821e-01,6.234087098752086886e-01
6.270170835196110515e-01,4.299719861322492398e-01,6.152029202845740175e-01,6.379764967890053651e-01,6.203766412766343885e-01
6.319981744720566397e-01,4.282448702190368994e-01,6.149111114390182209e-01,6.342764752052094668e-01,6.246966096229226162e-01
6.298518885607470308e-01,4.289164448741172309e-01,6.169775158493079337e-01,6.365483884036048368e-01,6.252041036269643248e-01
6.223307543443376000e-01,4.333973952747826597e-01,6.030379429848798933e-01,6.299976095568751155e-01,6.089590037321928051e-01
6.559544439236465463e-01,4.480999665711118407e-01,6.349594232746746947e-01,6.670673696015462228e-01,6.331872998427529042e-01
6.165195083441491475e-01,4.349863643578602002e-01,5.988732987179951062e-01,6.295507440656720188e-01,6.068647234663259171e-01
6.397156253675488902e-01,4.603608479175798074e-01,6.146360977122329317e-01,6.475307847133402461e-01,6.133304257836840190e-01
6.077082722380870994e-01,4.583281362544193160e-01,5.873639123918334981e-01,6.224745626158358913e-01,5.872093741045112392e-01
6.513195125055658563e-01,4.446039315941525127e-01,6.293708018600278065e-01,6.600798609632667624e-01,6.279876212844540673e-01
6.370763738593812064e-01,4.511348763220212055e-01,6.193092600379871415e-01,6.512178499764084139e-01,6.127506784971087361e-01
6.272434117423510980e-01,4.580424512833353723e-01,6.070634223676764085e-01,6.365314372015228317e-01,6.038927230147919101e-01
5.893036444045244293e-01,4.521922988056327197e-01,5.661542804716584998e-01,5.979582811371996209e-01,5.682821905450071709e-01
6.239360464601695355e-01,4.501459563163353050e-01,6.052793762826030877e-01,6.412477223586591224e-01,6.099386909177524352e-01
6.444288476923037967e-01,4.508967507256473883e-01,6.263528435673810790e-01,6.582988272873284696e-01,6.230418018144360248e-01
6.449491731042376053e-01,4.353747712523940994e-01,6.262291568440679912e-01,6.479318307059439563e-01,6.366722492880617645e-01
6.048883680781024230e-01,4.486538216185307348e-01,5.864133606955636013e-01,6.199953255381812633e-01,5.891106622468390563e-01
6.283451254198711977e-01,4.493636980629531763e-01,6.082497394516293010e-01,6.407198420414440543e-01,6.137341319733882194e-01
6.213000093684771796e-01,4.542951637525020070e-01,6.029591046779231300e-01,6.389178433163024140e-01,5.981906749945929969e-01
6.274377455651081181e-01,4.610535034988910708e-01,6.076064104001885902e-01,6.408940487655752083e-01,6.046495080436212755e-01
6.184640525348857887e-01,4.581519922193028616e-01,5.947216355894699991e-01,6.254412029685848529e-01,5.973307950712504200e-01
5.971779969782081698e-01,4.360277651952995104e-01,5.789823866750311021e-01,6.097314581909349940e-01,5.858437723312996948e-01
6.071994423272499830e-01,4.299941975781649828e-01,5.864932827498782197e-01,6.117778425399206244e-01,6.020683728465572315e-01
6.121270809522801892e-01,4.417947750804046003e-01,5.981917331027695184e-01,6.235861472998025512e-01,5.972949040403353616e-01
6.079657183119890895e-01,4.545199393528092102e-01,5.903906015809511354e-01,6.171535113501290803e-01,5.865801410171793684e-01
6.332486341044524236e-01,4.546145665308511941e-01,6.158005921603185717e-01,6.452796088065645419e-01,6.167181171239938253e-01
6.151463235516858585e-01,4.561567300572175188e-01,5.995385185724718680e-01,6.300579453104911964e-01,5.977699702647366609e-01
6.091420208534094050e-01,4.484827365263784893e-01,5.900422448692198563e-01,6.216117385426730424e-01,5.913997689447121342e-01
6.238097507987788726e-01,4.502646566241584880e-01,6.023756180864324739e-01,6.379684380543192423e-01,6.028206982807567949e-01
6.120721655609742129e-01,4.517936261512197071e-01,5.917288742159456660e-01,6.162631699130506346e-01,5.939810893640560252e-01
6.410977585558607084e-01,4.421344860784433006e-01,6.246567361094443882e-01,6.537438073096235591e-01,6.217613648188835551e-01
6.340138793341901779e-01,4.357988121686963701e-01,6.158229512177906262e-01,6.424224051071237840e-01,6.292719442435054100e-01
6.113461907618359392e-01,4.375309765886426505e-01,5.932129006414713634e-01,6.249135368721978612e-01,6.002615870202160364e-01
5.911463196969283240e-01,4.499747991493390220e-01,5.722576295168789740e-01,6.056540177918128265e-01,5.748863448361970496e-01
6.583594447467381316e-01,4.578869684133006213e-01,6.337580103765425577e-01,6.647457232889170120e-01,6.244352427503542247e-01
6.158542868387870683e-01,4.345829852333665255e-01,6.036021324218947548e-01,6.301409056026389122e-01,6.063153402907569545e-01
6.384036744975343236e-01,4.619458233797639757e-01,6.181469509739537793e-01,6.527128977485768813e-01,6.135773661416755731e-01
6.647255112782988196e-01,4.589533360681520846e-01,6.436226975369196968e-01,6.782597990387752018e-01,6.340968026256144086e-01
6.000067434847821124e-01,4.330048269233800484e-01,5.824056898330086662e-01,6.131856290183239633e-01,5.968773339337517525e-01
6.158833517843593786e-01,4.472651659965818927e-01,6.029052523261096974e-01,6.330414052324857543e-01,6.055550937604909922e-01
6.279742405769953573e-01,4.563944510020483958e-01,6.083040381342154079e-01,6.463869242212538779e-01,6.051467343049098391e-01
5.909836066410060207e-01,4.482644064571631448e-01,5.715439600223313210e-01,6.008318184512400073e-01,5.750506754741668836e-01
6.168978101549118520e-01,4.433543951886161349e-01,5.979118969973905573e-01,6.292257153620244292e-01,6.013402474171368750e-01
6.277934018996775833e-01,4.488861084134782575e-01,6.136834433377477138e-01,6.454725587692341504e-01,6.143105616478142794e-01
