-3.325506893086151994e-01,-3.354370431890312809e-01,-3.607344906459999945e-01,-3.538954218432224796e-01,-3.418548478296020154e-01,-3.176555447966916135e-01,-3.234245998218699958e-01,-3.384531685275736224e-01,-3.494213301189924570e-01,-3.545875286809661575e-01,-4.038268787835922469e-01,-3.887274635853095739e-01,-3.356267805826973483e-01,-3.623032722886204149e-01,-3.471912171172943373e-01,-3.713497120411001218e-01,-3.454493686753711823e-01,-3.659654516888657394e-01,-3.800672247010365434e-01,-3.308260638014188237e-01,-3.822875670284578420e-01,-3.678345843771055335e-01,-3.531563025937660139e-01,-3.623334288620334576e-01,-3.558789251646496954e-01,-3.486212934278385411e-01,-3.691025119863202142e-01,-3.640515453386178879e-01,-3.334217520675123447e-01,-3.450996900927981170e-01
-2.409607757395731409e-01,-3.395438626063412846e-01,-2.872363620054609878e-01,-4.804329244370079688e-01,-2.191082156556649896e-01,-2.300414161052550810e-01,-3.187880887575049726e-01,-4.064770673596659334e-01,-4.678423606041002270e-01,-3.528675155957770593e-01,-4.218495213481178729e-01,-3.547262868131629276e-01,-2.477234676957466020e-01,-4.205374156030398103e-01,-3.541891809072096886e-01,-4.163929186018232587e-01,-3.090499288866595529e-01,-4.095769502432451414e-01,-4.062208929818423853e-01,-2.722274823216788153e-01,-3.891430726976898846e-01,-4.544994233345874823e-01,-2.590105099683335244e-01,-5.165559611855318201e-01,-2.800776764347335801e-01,-3.730609738102965145e-01,-4.194129285050302025e-01,-4.172789129741178993e-01,-2.771198995629772233e-01,-4.379191542402742776e-01
-3.648293616635318593e-01,-3.546630884880271339e-01,-3.630273117858948129e-01,-3.300488611529288074e-01,-3.828434357926079890e-01,-3.849384828953977822e-01,-3.524820252216441241e-01,-3.477133878158866764e-01,-3.402586349264960508e-01,-3.530638873200395156e-01,-3.752230361814708481e-01,-3.703357795006400055e-01,-3.685730716310126054e-01,-3.395286743138539176e-01,-3.566738172549869246e-01,-3.510115849982502478e-01,-3.709031895493072883e-01,-3.575968023620036962e-01,-3.487495490344636462e-01,-3.568843997721082295e-01,-3.554176026511159381e-01,-3.440033218796401115e-01,-3.719142915742953970e-01,-3.157630929670293685e-01,-3.797650733707025883e-01,-3.614950023076733410e-01,-3.508383449524420383e-01,-3.371164540136329379e-01,-3.593739734864422330e-01,-3.363387066287360505e-01
-3.404948721644005527e-01,-3.272441306756233570e-01,-3.599376536024366802e-01,-3.290219838184263446e-01,-3.590239177424328632e-01,-3.276065245759578470e-01,-3.301385402383580359e-01,-3.288860798683658770e-01,-3.455882301433825798e-01,-3.524462316407621643e-01,-4.297965478215102220e-01,-3.910089795539773427e-01,-3.362820900058556828e-01,-3.618173923968412420e-01,-3.318847551462403289e-01,-3.744198052297307844e-01,-3.722432164011832412e-01,-3.831780682775411395e-01,-4.060196287776985380e-01,-3.372916546234788204e-01,-4.083767133179744269e-01,-3.841842423426939934e-01,-3.604873082147997954e-01,-3.488290425689316576e-01,-4.005999535659988120e-01,-3.581068967826016025e-01,-3.842879783916558489e-01,-3.569785348433601735e-01,-3.505664820367385137e-01,-3.489339600498061467e-01
-3.102178608492612288e-01,-3.211769009669082076e-01,-3.336335326001711454e-01,-3.464299573914734753e-01,-3.369298098265731123e-01,-3.113341239947700068e-01,-3.235024600964482855e-01,-3.270538316501201970e-01,-3.579220514512397311e-01,-3.334785139568197110e-01,-4.178714533266491005e-01,-3.833713810585016590e-01,-3.216163796365568706e-01,-3.647606786360045317e-01,-3.416573189988664216e-01,-3.619997486337927506e-01,-3.494295885220900511e-01,-3.824852718901699533e-01,-3.831935823640522654e-01,-3.150004852123429178e-01,-3.814475412791724085e-01,-3.752983418792108505e-01,-3.490658279831928001e-01,-3.549610886933561305e-01,-3.727121322268521775e-01,-3.472962794330310965e-01,-3.732117119968140218e-01,-3.514722746699629474e-01,-3.345893771743540523e-01,-3.448581841318775765e-01
-3.428671559628525545e-01,-3.335741830538044850e-01,-3.478592161891717605e-01,-3.553075862608815472e-01,-3.489878009547611737e-01,-3.348287280764886131e-01,-3.316868846865604348e-01,-3.559125407072334935e-01,-3.684938673758109684e-01,-3.476339867875444800e-01,-3.989176813373324637e-01,-3.773537234465921264e-01,-3.372891074695363312e-01,-3.715750150717852529e-01,-3.455123129380961444e-01,-3.640939984207393065e-01,-3.520110941219694034e-01,-3.815399040304108813e-01,-3.832736122564738279e-01,-3.134976588223153393e-01,-3.863665674513933057e-01,-3.759514566022970072e-01,-3.511636777199449999e-01,-3.583604714932532853e-01,-3.801647956328304545e-01,-3.528086155166459958e-01,-3.774870854568600498e-01,-3.635509019034975364e-01,-3.236117742443320733e-01,-3.568788257949502829e-01
-3.224713744140927929e-01,-3.472276867786535659e-01,-3.245181746548994051e-01,-4.227458804180553864e-01,-3.047845586317184940e-01,-3.149771231157755258e-01,-3.553595947427068968e-01,-4.004050662065439248e-01,-4.222034327312268465e-01,-3.573239040715656123e-01,-3.678198915742846298e-01,-3.663667028254908309e-01,-3.260097477974764901e-01,-3.911325145491017508e-01,-3.726288138002707973e-01,-3.902463196739117124e-01,-3.438285311623742180e-01,-3.821163769630016027e-01,-3.645561456391405164e-01,-3.501352556716014752e-01,-3.400339173487952893e-01,-3.803959223232911135e-01,-3.135993601444858614e-01,-4.126717130957233137e-01,-3.106437143039462168e-01,-3.731780657313938376e-01,-3.812376829504567355e-01,-3.852992731621001643e-01,-3.124957118827580982e-01,-3.942920342210948781e-01
-2.930942523365870911e-01,-3.273837665772250660e-01,-3.365154044125995281e-01,-3.883788018040587042e-01,-3.282572621191002238e-01,-3.208068022273981579e-01,-3.150336370932246832e-01,-3.632193274203571187e-01,-3.812191394847279646e-01,-3.431655098719036956e-01,-4.302515670827656846e-01,-3.891240063768332536e-01,-3.256565820227259600e-01,-3.750648976062554985e-01,-3.371173482819497802e-01,-3.688089233196065742e-01,-3.430303611868500413e-01,-3.981482249323910483e-01,-3.829858827007535660e-01,-3.067051402362774293e-01,-3.663609387783544058e-01,-3.820943625179953340e-01,-3.203331369028717401e-01,-3.727220639356400023e-01,-3.613249668638262024e-01,-3.531883820073898339e-01,-3.694381067465282165e-01,-3.718182305284105649e-01,-3.376095431822622173e-01,-3.783953962933471193e-01
-3.642387550511148597e-01,-3.343898884459440835e-01,-3.703645929251144775e-01,-2.907092471705924330e-01,-4.132182036186492491e-01,-3.685794920938966213e-01,-3.168263778328894720e-01,-2.874135721071860439e-01,-2.822673162746364706e-01,-3.410978667633072781e-01,-3.848826742276105772e-01,-3.713143427164970478e-01,-3.691399176328529763e-01,-3.251269812954309946e-01,-2.980883352166345812e-01,-3.256127878459220693e-01,-3.674068234242540698e-01,-3.527552240036655462e-01,-3.695666371507555503e-01,-3.319191476467936441e-01,-3.983601301238856585e-01,-3.448016224200409763e-01,-3.769327395149051907e-01,-2.791027269371274544e-01,-4.237051765859995434e-01,-3.236734247430900768e-01,-3.376786787441340421e-01,-3.289736403595874825e-01,-3.757531657723917062e-01,-3.003327535976357265e-01
-4.336073158468040090e-01,-3.130463536428012561e-01,-4.303698829163231654e-01,-1.887648362763353349e-01,-4.726902724410506629e-01,-3.670003188031911723e-01,-3.095828700504570374e-01,-1.978449117381529399e-01,-2.214034075359542220e-01,-3.829327965223841002e-01,-4.455824332963679857e-01,-3.966848713315042629e-01,-4.030393125585957081e-01,-3.147953708430382136e-01,-2.982153774990174422e-01,-3.236393425872758356e-01,-4.165427704723087543e-01,-3.602676921208239347e-01,-4.175074618935091242e-01,-3.561503669290121410e-01,-4.766615507252194850e-01,-3.264241700292290216e-01,-4.630443683135274102e-01,-2.163089893413445430e-01,-5.271654837774745195e-01,-3.305413580991475309e-01,-3.424267715939668943e-01,-3.001299291472543374e-01,-4.356593033999763276e-01,-2.448604480482089174e-01
